Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"MK","Macro Indicators","213","Turkmenistan","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","7314.041637","X","International reliable sources",""
"MK","Macro Indicators","224","Turks and Caicos Islands","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","31353.329318","X","International reliable sources",""
"MK","Macro Indicators","227","Tuvalu","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","4652.228544","X","International reliable sources",""
"MK","Macro Indicators","226","Uganda","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","852.014968","X","International reliable sources",""
"MK","Macro Indicators","230","Ukraine","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","3498.90483","X","International reliable sources",""
"MK","Macro Indicators","225","United Arab Emirates","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","42701.429934","X","International reliable sources",""
"MK","Macro Indicators","229","United Kingdom of Great Britain and Northern Ireland","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","42627.966539","X","International reliable sources",""
"MK","Macro Indicators","215","United Republic of Tanzania","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1083.217052","X","International reliable sources",""
"MK","Macro Indicators","231","United States of America","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","64949.439748","X","International reliable sources",""
"MK","Macro Indicators","234","Uruguay","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","17688.012221","X","International reliable sources",""
"MK","Macro Indicators","235","Uzbekistan","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1750.258925","X","International reliable sources",""
"MK","Macro Indicators","155","Vanuatu","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","3115.357712","X","International reliable sources",""
"MK","Macro Indicators","236","Venezuela (Bolivarian Republic of)","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","5264.842747","X","International reliable sources",""
"MK","Macro Indicators","237","Viet Nam","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","2715.275874","X","International reliable sources",""
"MK","Macro Indicators","249","Yemen","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","865.726138","X","International reliable sources",""
"MK","Macro Indicators","251","Zambia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1305.06026","X","International reliable sources",""
"MK","Macro Indicators","181","Zimbabwe","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1497.738092","X","International reliable sources",""
