Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TCL","Crops and livestock products","58","Ecuador","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","2618","","Official data"
"TCL","Crops and livestock products","58","Ecuador","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","157","","Official data"
"TCL","Crops and livestock products","58","Ecuador","5622","Import Value","1057","Chickens","2019","2019","1000 US$","18264","","Official data"
"TCL","Crops and livestock products","59","Egypt","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","2547","","Official data"
"TCL","Crops and livestock products","59","Egypt","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","59","Egypt","5622","Import Value","1057","Chickens","2019","2019","1000 US$","20666","","Official data"
"TCL","Crops and livestock products","59","Egypt","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","3","","Official data"
"TCL","Crops and livestock products","59","Egypt","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","59","Egypt","5922","Export Value","1057","Chickens","2019","2019","1000 US$","1","","Official data"
"TCL","Crops and livestock products","60","El Salvador","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","5648","","Official data"
"TCL","Crops and livestock products","60","El Salvador","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","339","","Official data"
"TCL","Crops and livestock products","60","El Salvador","5622","Import Value","1057","Chickens","2019","2019","1000 US$","7142","","Official data"
"TCL","Crops and livestock products","60","El Salvador","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","12192","","Official data"
"TCL","Crops and livestock products","60","El Salvador","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","732","","Official data"
"TCL","Crops and livestock products","60","El Salvador","5922","Export Value","1057","Chickens","2019","2019","1000 US$","7193","","Official data"
"TCL","Crops and livestock products","61","Equatorial Guinea","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","63","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","61","Equatorial Guinea","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","3","","Official data"
"TCL","Crops and livestock products","61","Equatorial Guinea","5622","Import Value","1057","Chickens","2019","2019","1000 US$","84","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","63","Estonia","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","7443","","Official data"
"TCL","Crops and livestock products","63","Estonia","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","300","","Official data"
"TCL","Crops and livestock products","63","Estonia","5622","Import Value","1057","Chickens","2019","2019","1000 US$","3244","","Official data"
"TCL","Crops and livestock products","63","Estonia","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","28","","Official data"
"TCL","Crops and livestock products","63","Estonia","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","103","","Official data"
"TCL","Crops and livestock products","63","Estonia","5922","Export Value","1057","Chickens","2019","2019","1000 US$","62","","Official data"
"TCL","Crops and livestock products","209","Eswatini","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","285","","Official data"
"TCL","Crops and livestock products","209","Eswatini","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","245","","Official data"
"TCL","Crops and livestock products","209","Eswatini","5622","Import Value","1057","Chickens","2019","2019","1000 US$","356","","Official data"
"TCL","Crops and livestock products","209","Eswatini","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","874","Im","FAO data based on imputation methodology"
"TCL","Crops and livestock products","209","Eswatini","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","75","","Official data"
"TCL","Crops and livestock products","209","Eswatini","5922","Export Value","1057","Chickens","2019","2019","1000 US$","671","","Official data"
"TCL","Crops and livestock products","238","Ethiopia","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","382","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","238","Ethiopia","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","22","","Official data"
"TCL","Crops and livestock products","238","Ethiopia","5622","Import Value","1057","Chickens","2019","2019","1000 US$","1952","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","64","Faroe Islands","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","12","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","64","Faroe Islands","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","36","","Official data"
"TCL","Crops and livestock products","64","Faroe Islands","5622","Import Value","1057","Chickens","2019","2019","1000 US$","219","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","64","Faroe Islands","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","0","*","Unofficial figure"
"TCL","Crops and livestock products","64","Faroe Islands","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","64","Faroe Islands","5922","Export Value","1057","Chickens","2019","2019","1000 US$","0","*","Unofficial figure"
"TCL","Crops and livestock products","66","Fiji","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","493","","Official data"
"TCL","Crops and livestock products","66","Fiji","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","66","Fiji","5622","Import Value","1057","Chickens","2019","2019","1000 US$","1998","","Official data"
"TCL","Crops and livestock products","67","Finland","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","508","","Official data"
"TCL","Crops and livestock products","67","Finland","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","31","","Official data"
"TCL","Crops and livestock products","67","Finland","5622","Import Value","1057","Chickens","2019","2019","1000 US$","2359","","Official data"
"TCL","Crops and livestock products","67","Finland","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","7267","","Official data"
"TCL","Crops and livestock products","67","Finland","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","356","","Official data"
"TCL","Crops and livestock products","67","Finland","5922","Export Value","1057","Chickens","2019","2019","1000 US$","2772","","Official data"
"TCL","Crops and livestock products","68","France","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","21010","","Official data"
"TCL","Crops and livestock products","68","France","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","3444","","Official data"
"TCL","Crops and livestock products","68","France","5622","Import Value","1057","Chickens","2019","2019","1000 US$","28065","","Official data"
"TCL","Crops and livestock products","68","France","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","103106","","Official data"
"TCL","Crops and livestock products","68","France","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","130955","","Official data"
"TCL","Crops and livestock products","68","France","5922","Export Value","1057","Chickens","2019","2019","1000 US$","193195","","Official data"
"TCL","Crops and livestock products","70","French Polynesia","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","72","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","70","French Polynesia","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","70","French Polynesia","5622","Import Value","1057","Chickens","2019","2019","1000 US$","197","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","74","Gabon","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","248","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","74","Gabon","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","10","","Official data"
"TCL","Crops and livestock products","74","Gabon","5622","Import Value","1057","Chickens","2019","2019","1000 US$","409","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","74","Gabon","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","1","*","Unofficial figure"
"TCL","Crops and livestock products","74","Gabon","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","74","Gabon","5922","Export Value","1057","Chickens","2019","2019","1000 US$","3","*","Unofficial figure"
"TCL","Crops and livestock products","73","Georgia","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","890","Im","FAO data based on imputation methodology"
"TCL","Crops and livestock products","73","Georgia","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","356","","Official data"
"TCL","Crops and livestock products","73","Georgia","5622","Import Value","1057","Chickens","2019","2019","1000 US$","3992","","Official data"
"TCL","Crops and livestock products","73","Georgia","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","412","","Official data"
"TCL","Crops and livestock products","73","Georgia","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","335","","Official data"
"TCL","Crops and livestock products","73","Georgia","5922","Export Value","1057","Chickens","2019","2019","1000 US$","2599","","Official data"
"TCL","Crops and livestock products","79","Germany","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","145190","","Official data"
"TCL","Crops and livestock products","79","Germany","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","95856","","Official data"
"TCL","Crops and livestock products","79","Germany","5622","Import Value","1057","Chickens","2019","2019","1000 US$","170013","","Official data"
"TCL","Crops and livestock products","79","Germany","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","296964","","Official data"
"TCL","Crops and livestock products","79","Germany","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","504326","","Official data"
"TCL","Crops and livestock products","79","Germany","5922","Export Value","1057","Chickens","2019","2019","1000 US$","588261","","Official data"
"TCL","Crops and livestock products","81","Ghana","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","14474","","Official data"
"TCL","Crops and livestock products","81","Ghana","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","579","","Official data"
"TCL","Crops and livestock products","81","Ghana","5622","Import Value","1057","Chickens","2019","2019","1000 US$","10704","","Official data"
"TCL","Crops and livestock products","81","Ghana","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","7","","Official data"
"TCL","Crops and livestock products","81","Ghana","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","81","Ghana","5922","Export Value","1057","Chickens","2019","2019","1000 US$","2","","Official data"
"TCL","Crops and livestock products","84","Greece","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","8739","","Official data"
"TCL","Crops and livestock products","84","Greece","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","794","","Official data"
"TCL","Crops and livestock products","84","Greece","5622","Import Value","1057","Chickens","2019","2019","1000 US$","7733","","Official data"
"TCL","Crops and livestock products","84","Greece","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","5514","","Official data"
"TCL","Crops and livestock products","84","Greece","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","1828","","Official data"
"TCL","Crops and livestock products","84","Greece","5922","Export Value","1057","Chickens","2019","2019","1000 US$","4849","","Official data"
"TCL","Crops and livestock products","86","Grenada","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","44","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","86","Grenada","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","22","","Official data"
"TCL","Crops and livestock products","86","Grenada","5622","Import Value","1057","Chickens","2019","2019","1000 US$","574","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","89","Guatemala","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","11537","","Official data"
"TCL","Crops and livestock products","89","Guatemala","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","692","","Official data"
"TCL","Crops and livestock products","89","Guatemala","5622","Import Value","1057","Chickens","2019","2019","1000 US$","17101","","Official data"
"TCL","Crops and livestock products","89","Guatemala","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","3327","","Official data"
"TCL","Crops and livestock products","89","Guatemala","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","200","","Official data"
"TCL","Crops and livestock products","89","Guatemala","5922","Export Value","1057","Chickens","2019","2019","1000 US$","1631","","Official data"
"TCL","Crops and livestock products","90","Guinea","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","2213","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","90","Guinea","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","90","","Official data"
"TCL","Crops and livestock products","90","Guinea","5622","Import Value","1057","Chickens","2019","2019","1000 US$","2496","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","90","Guinea","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","0","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","90","Guinea","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","90","Guinea","5922","Export Value","1057","Chickens","2019","2019","1000 US$","2","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","175","Guinea-Bissau","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","3","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","175","Guinea-Bissau","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","175","Guinea-Bissau","5622","Import Value","1057","Chickens","2019","2019","1000 US$","2","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","91","Guyana","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","99","","Official data"
"TCL","Crops and livestock products","91","Guyana","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","6","","Official data"
"TCL","Crops and livestock products","91","Guyana","5622","Import Value","1057","Chickens","2019","2019","1000 US$","118","","Official data"
"TCL","Crops and livestock products","93","Haiti","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","2889","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","93","Haiti","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","3283","","Official data"
"TCL","Crops and livestock products","93","Haiti","5622","Import Value","1057","Chickens","2019","2019","1000 US$","10727","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","95","Honduras","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","2004","","Official data"
"TCL","Crops and livestock products","95","Honduras","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","120","","Official data"
"TCL","Crops and livestock products","95","Honduras","5622","Import Value","1057","Chickens","2019","2019","1000 US$","7559","","Official data"
"TCL","Crops and livestock products","95","Honduras","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","628","","Official data"
"TCL","Crops and livestock products","95","Honduras","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","38","","Official data"
"TCL","Crops and livestock products","95","Honduras","5922","Export Value","1057","Chickens","2019","2019","1000 US$","260","","Official data"
"TCL","Crops and livestock products","97","Hungary","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","26367","","Official data"
"TCL","Crops and livestock products","97","Hungary","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","50022","","Official data"
"TCL","Crops and livestock products","97","Hungary","5622","Import Value","1057","Chickens","2019","2019","1000 US$","59617","","Official data"
"TCL","Crops and livestock products","97","Hungary","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","117883","","Official data"
"TCL","Crops and livestock products","97","Hungary","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","10997","","Official data"
"TCL","Crops and livestock products","97","Hungary","5922","Export Value","1057","Chickens","2019","2019","1000 US$","101405","","Official data"
"TCL","Crops and livestock products","100","India","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","77","","Official data"
"TCL","Crops and livestock products","100","India","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","100","India","5622","Import Value","1057","Chickens","2019","2019","1000 US$","2800","","Official data"
"TCL","Crops and livestock products","100","India","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","81","","Official data"
"TCL","Crops and livestock products","100","India","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","100","India","5922","Export Value","1057","Chickens","2019","2019","1000 US$","276","","Official data"
"TCL","Crops and livestock products","101","Indonesia","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","1199","Im","FAO data based on imputation methodology"
"TCL","Crops and livestock products","101","Indonesia","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","101","Indonesia","5622","Import Value","1057","Chickens","2019","2019","1000 US$","31213","","Official data"
"TCL","Crops and livestock products","101","Indonesia","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","282","Im","FAO data based on imputation methodology"
"TCL","Crops and livestock products","101","Indonesia","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","101","Indonesia","5922","Export Value","1057","Chickens","2019","2019","1000 US$","318","","Official data"
"TCL","Crops and livestock products","102","Iran (Islamic Republic of)","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","458","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","102","Iran (Islamic Republic of)","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","43","","Official data"
"TCL","Crops and livestock products","102","Iran (Islamic Republic of)","5622","Import Value","1057","Chickens","2019","2019","1000 US$","8022","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","102","Iran (Islamic Republic of)","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","120","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","102","Iran (Islamic Republic of)","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","139","","Official data"
"TCL","Crops and livestock products","102","Iran (Islamic Republic of)","5922","Export Value","1057","Chickens","2019","2019","1000 US$","438","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","103","Iraq","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","607","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","103","Iraq","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","703.93","","Official data"
"TCL","Crops and livestock products","103","Iraq","5622","Import Value","1057","Chickens","2019","2019","1000 US$","2609","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","103","Iraq","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","30","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","103","Iraq","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","1.83","","Official data"
"TCL","Crops and livestock products","103","Iraq","5922","Export Value","1057","Chickens","2019","2019","1000 US$","120","F","FAO estimate"
"TCL","Crops and livestock products","104","Ireland","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","8129","","Official data"
"TCL","Crops and livestock products","104","Ireland","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","726","","Official data"
"TCL","Crops and livestock products","104","Ireland","5622","Import Value","1057","Chickens","2019","2019","1000 US$","7667","","Official data"
"TCL","Crops and livestock products","104","Ireland","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","15032","","Official data"
"TCL","Crops and livestock products","104","Ireland","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","1250","","Official data"
"TCL","Crops and livestock products","104","Ireland","5922","Export Value","1057","Chickens","2019","2019","1000 US$","7908","","Official data"
"TCL","Crops and livestock products","105","Israel","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","408","Im","FAO data based on imputation methodology"
"TCL","Crops and livestock products","105","Israel","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","105","Israel","5622","Import Value","1057","Chickens","2019","2019","1000 US$","3631","","Official data"
"TCL","Crops and livestock products","106","Italy","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","7216","","Official data"
"TCL","Crops and livestock products","106","Italy","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","413","","Official data"
"TCL","Crops and livestock products","106","Italy","5622","Import Value","1057","Chickens","2019","2019","1000 US$","16573","","Official data"
"TCL","Crops and livestock products","106","Italy","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","13525","","Official data"
"TCL","Crops and livestock products","106","Italy","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","2358","","Official data"
"TCL","Crops and livestock products","106","Italy","5922","Export Value","1057","Chickens","2019","2019","1000 US$","7272","","Official data"
"TCL","Crops and livestock products","109","Jamaica","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","279","","Official data"
"TCL","Crops and livestock products","109","Jamaica","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","14","","Official data"
"TCL","Crops and livestock products","109","Jamaica","5622","Import Value","1057","Chickens","2019","2019","1000 US$","1043","","Official data"
"TCL","Crops and livestock products","109","Jamaica","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","26","","Official data"
"TCL","Crops and livestock products","109","Jamaica","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","1","","Official data"
"TCL","Crops and livestock products","109","Jamaica","5922","Export Value","1057","Chickens","2019","2019","1000 US$","21","","Official data"
"TCL","Crops and livestock products","110","Japan","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","467","","Official data"
"TCL","Crops and livestock products","110","Japan","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","110","Japan","5622","Import Value","1057","Chickens","2019","2019","1000 US$","8404","","Official data"
"TCL","Crops and livestock products","112","Jordan","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","108","","Official data"
"TCL","Crops and livestock products","112","Jordan","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","118","","Official data"
"TCL","Crops and livestock products","112","Jordan","5622","Import Value","1057","Chickens","2019","2019","1000 US$","9133","","Official data"
"TCL","Crops and livestock products","112","Jordan","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","40","","Official data"
"TCL","Crops and livestock products","112","Jordan","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","44","","Official data"
"TCL","Crops and livestock products","112","Jordan","5922","Export Value","1057","Chickens","2019","2019","1000 US$","1654","","Official data"
"TCL","Crops and livestock products","108","Kazakhstan","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","299","","Official data"
"TCL","Crops and livestock products","108","Kazakhstan","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","369","","Official data"
"TCL","Crops and livestock products","108","Kazakhstan","5622","Import Value","1057","Chickens","2019","2019","1000 US$","9609","","Official data"
"TCL","Crops and livestock products","108","Kazakhstan","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","24","","Official data"
"TCL","Crops and livestock products","108","Kazakhstan","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","29","","Official data"
"TCL","Crops and livestock products","108","Kazakhstan","5922","Export Value","1057","Chickens","2019","2019","1000 US$","518","","Official data"
"TCL","Crops and livestock products","114","Kenya","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","699","","Official data"
"TCL","Crops and livestock products","114","Kenya","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","10","","Official data"
"TCL","Crops and livestock products","114","Kenya","5622","Import Value","1057","Chickens","2019","2019","1000 US$","1958","","Official data"
"TCL","Crops and livestock products","114","Kenya","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","27","","Official data"
"TCL","Crops and livestock products","114","Kenya","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","114","Kenya","5922","Export Value","1057","Chickens","2019","2019","1000 US$","24","","Official data"
"TCL","Crops and livestock products","83","Kiribati","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","7","*","Unofficial figure"
"TCL","Crops and livestock products","83","Kiribati","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","83","Kiribati","5622","Import Value","1057","Chickens","2019","2019","1000 US$","10","*","Unofficial figure"
"TCL","Crops and livestock products","118","Kuwait","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","1738","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","118","Kuwait","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","136","","Official data"
"TCL","Crops and livestock products","118","Kuwait","5622","Import Value","1057","Chickens","2019","2019","1000 US$","4852","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","118","Kuwait","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","8","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","118","Kuwait","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","118","Kuwait","5922","Export Value","1057","Chickens","2019","2019","1000 US$","3","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","113","Kyrgyzstan","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","30","","Official data"
"TCL","Crops and livestock products","113","Kyrgyzstan","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","32","","Official data"
"TCL","Crops and livestock products","113","Kyrgyzstan","5622","Import Value","1057","Chickens","2019","2019","1000 US$","222","","Official data"
"TCL","Crops and livestock products","113","Kyrgyzstan","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","2","","Official data"
"TCL","Crops and livestock products","113","Kyrgyzstan","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","3","","Official data"
"TCL","Crops and livestock products","113","Kyrgyzstan","5922","Export Value","1057","Chickens","2019","2019","1000 US$","42","","Official data"
"TCL","Crops and livestock products","120","Lao People's Democratic Republic","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","906","","Official data"
"TCL","Crops and livestock products","120","Lao People's Democratic Republic","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","1027","","Official data"
"TCL","Crops and livestock products","120","Lao People's Democratic Republic","5622","Import Value","1057","Chickens","2019","2019","1000 US$","3024","","Official data"
"TCL","Crops and livestock products","120","Lao People's Democratic Republic","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","735","","Official data"
"TCL","Crops and livestock products","120","Lao People's Democratic Republic","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","833","","Official data"
"TCL","Crops and livestock products","120","Lao People's Democratic Republic","5922","Export Value","1057","Chickens","2019","2019","1000 US$","1832","","Official data"
"TCL","Crops and livestock products","119","Latvia","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","2532","","Official data"
"TCL","Crops and livestock products","119","Latvia","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","1334","","Official data"
"TCL","Crops and livestock products","119","Latvia","5622","Import Value","1057","Chickens","2019","2019","1000 US$","3650","","Official data"
"TCL","Crops and livestock products","119","Latvia","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","1902","","Official data"
"TCL","Crops and livestock products","119","Latvia","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","2972","","Official data"
"TCL","Crops and livestock products","119","Latvia","5922","Export Value","1057","Chickens","2019","2019","1000 US$","1314","","Official data"
"TCL","Crops and livestock products","121","Lebanon","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","928","","Official data"
"TCL","Crops and livestock products","121","Lebanon","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","56","","Official data"
"TCL","Crops and livestock products","121","Lebanon","5622","Import Value","1057","Chickens","2019","2019","1000 US$","5552","","Official data"
"TCL","Crops and livestock products","121","Lebanon","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","2","","Official data"
"TCL","Crops and livestock products","121","Lebanon","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","121","Lebanon","5922","Export Value","1057","Chickens","2019","2019","1000 US$","0","","Official data"
"TCL","Crops and livestock products","122","Lesotho","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","1450","","Official data"
"TCL","Crops and livestock products","122","Lesotho","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","1205","","Official data"
"TCL","Crops and livestock products","122","Lesotho","5622","Import Value","1057","Chickens","2019","2019","1000 US$","1937","","Official data"
"TCL","Crops and livestock products","122","Lesotho","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","","","Official data"
"TCL","Crops and livestock products","122","Lesotho","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","122","Lesotho","5922","Export Value","1057","Chickens","2019","2019","1000 US$","","","Official data"
