Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","44","Colombie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2358","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","45","Comores","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","Kcal/personne/jour","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","45","Comores","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2206","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","45","Comores","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2237","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","46","Congo","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","Kcal/personne/jour","2035","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","46","Congo","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","49.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","46","Congo","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","20.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","46","Congo","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2212","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","46","Congo","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2231","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","48","Costa Rica","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","Kcal/personne/jour","2915","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","48","Costa Rica","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","75.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","48","Costa Rica","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","39","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","48","Costa Rica","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2428","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","48","Costa Rica","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2440","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","107","Côte d'Ivoire","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","Kcal/personne/jour","2559","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","107","Côte d'Ivoire","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","57","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","107","Côte d'Ivoire","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","14","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","107","Côte d'Ivoire","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2200","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","107","Côte d'Ivoire","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2218","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","98","Croatie","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","Kcal/personne/jour","3015","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","98","Croatie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","81.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","98","Croatie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","45.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","98","Croatie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2494","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","98","Croatie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2487","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","49","Cuba","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","Kcal/personne/jour","3240","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","49","Cuba","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","82.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","49","Cuba","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","29.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","49","Cuba","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2444","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","49","Cuba","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2443","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","54","Danemark","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","Kcal/personne/jour","3359","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","54","Danemark","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","106.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","54","Danemark","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","66","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","54","Danemark","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2536","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","54","Danemark","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2547","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","72","Djibouti","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","Kcal/personne/jour","2460","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","72","Djibouti","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","62.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","72","Djibouti","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","13","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","72","Djibouti","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2390","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","72","Djibouti","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2418","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","55","Dominique","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","Kcal/personne/jour","2999","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","55","Dominique","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","85.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","55","Dominique","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","47.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","55","Dominique","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2446","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","55","Dominique","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2460","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","59","Égypte","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","Kcal/personne/jour","3300","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","59","Égypte","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","101.4","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","59","Égypte","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","23.4","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","59","Égypte","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2341","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","59","Égypte","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2317","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","60","El Salvador","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","Kcal/personne/jour","2556","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","60","El Salvador","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","70.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","60","El Salvador","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","24.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","60","El Salvador","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2250","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","60","El Salvador","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2283","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","225","Émirats arabes unis","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","Kcal/personne/jour","3140","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","225","Émirats arabes unis","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","99.9","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","225","Émirats arabes unis","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","39.5","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","225","Émirats arabes unis","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2718","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","225","Émirats arabes unis","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2662","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","58","Équateur","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","Kcal/personne/jour","2504","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","58","Équateur","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","61","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","58","Équateur","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","35.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","58","Équateur","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2266","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","58","Équateur","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2295","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","178","Érythrée","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2184","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","178","Érythrée","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2220","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","203","Espagne","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","Kcal/personne/jour","3144","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","203","Espagne","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","106.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","203","Espagne","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","66.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","203","Espagne","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2504","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","203","Espagne","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2502","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","63","Estonie","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","Kcal/personne/jour","3232","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","63","Estonie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","98.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","63","Estonie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","53.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","63","Estonie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2553","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","63","Estonie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2538","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","209","Eswatini","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","Kcal/personne/jour","2319","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","209","Eswatini","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","56.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","209","Eswatini","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","14.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","209","Eswatini","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2237","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","209","Eswatini","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2292","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","231","États-Unis d'Amérique","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","Kcal/personne/jour","3686","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","231","États-Unis d'Amérique","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","109.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","231","États-Unis d'Amérique","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","70","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","231","États-Unis d'Amérique","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2540","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","231","États-Unis d'Amérique","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2548","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","238","Éthiopie","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","Kcal/personne/jour","2107","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","238","Éthiopie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","60.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","238","Éthiopie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","7.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","238","Éthiopie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2151","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","238","Éthiopie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2225","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","185","Fédération de Russie","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","Kcal/personne/jour","3303","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","185","Fédération de Russie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","100","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","185","Fédération de Russie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","53.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","185","Fédération de Russie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2504","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","185","Fédération de Russie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2448","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","66","Fidji","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","Kcal/personne/jour","2922","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","66","Fidji","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","72.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","66","Fidji","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","31","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","66","Fidji","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2374","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","66","Fidji","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2368","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","67","Finlande","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","Kcal/personne/jour","3273","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","67","Finlande","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","111.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","67","Finlande","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","68.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","67","Finlande","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2553","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","67","Finlande","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2551","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","68","France","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","Kcal/personne/jour","3546","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","68","France","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","111.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","68","France","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","70.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","68","France","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2493","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","68","France","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2493","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","74","Gabon","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","Kcal/personne/jour","2617","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","74","Gabon","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","80.4","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","74","Gabon","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","39","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","74","Gabon","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2274","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","74","Gabon","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2272","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","75","Gambie","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","Kcal/personne/jour","2495","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","75","Gambie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","63.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","75","Gambie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","16","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","75","Gambie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2213","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","75","Gambie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2230","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","73","Géorgie","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","Kcal/personne/jour","3067","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","73","Géorgie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","75.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","73","Géorgie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","26.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","73","Géorgie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2493","F","Estimation FAO",""
